[2019-06-12 16:12:15 $25692.0]	INFO	Server is reloading all workers now
[2019-06-12 16:20:28 $26070.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=26075] exit timeout, forced kill
[2019-06-12 16:20:28 $26070.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=26076] exit timeout, forced kill
[2019-06-12 16:20:28 $26070.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=26077] exit timeout, forced kill
[2019-06-12 16:20:28 $26070.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=26078] exit timeout, forced kill
[2019-06-12 16:20:28 $26070.0]	WARNING	swManager_check_exit_status: worker#10[pid=26073] abnormal exit, status=0, signal=9
[2019-06-12 16:20:28 $26070.0]	WARNING	swManager_check_exit_status: worker#15[pid=26078] abnormal exit, status=0, signal=9
[2019-06-12 16:20:28 $26070.0]	WARNING	swManager_check_exit_status: worker#14[pid=26077] abnormal exit, status=0, signal=9
[2019-06-12 16:20:28 $26070.0]	WARNING	swManager_check_exit_status: worker#13[pid=26076] abnormal exit, status=0, signal=9
[2019-06-12 16:20:28 $26070.0]	WARNING	swManager_check_exit_status: worker#12[pid=26075] abnormal exit, status=0, signal=9
[2019-06-12 16:20:28 $26070.0]	WARNING	swManager_check_exit_status: worker#11[pid=26074] abnormal exit, status=0, signal=9
[2019-06-12 16:20:28 $26070.0]	WARNING	swManager_check_exit_status: worker#9[pid=26072] abnormal exit, status=0, signal=9
[2019-06-12 16:20:37 $26070.0]	INFO	Server is reloading all workers now
[2019-06-12 16:20:52 $26125.0]	INFO	Server is reloading all workers now
[2019-06-12 16:20:57 $26125.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=26126] exit timeout, forced kill
[2019-06-12 16:20:57 $26125.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=26127] exit timeout, forced kill
[2019-06-12 16:20:57 $26125.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=26128] exit timeout, forced kill
[2019-06-12 16:20:57 $26125.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=26129] exit timeout, forced kill
[2019-06-12 16:20:57 $26125.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=26130] exit timeout, forced kill
[2019-06-12 16:20:57 $26125.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=26131] exit timeout, forced kill
[2019-06-12 16:20:57 $26125.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=26132] exit timeout, forced kill
[2019-06-12 16:20:57 $26125.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=26133] exit timeout, forced kill
[2019-06-12 16:20:57 $26125.0]	WARNING	swManager_check_exit_status: worker#10[pid=26128] abnormal exit, status=0, signal=9
[2019-06-12 16:20:57 $26125.0]	WARNING	swManager_check_exit_status: worker#15[pid=26133] abnormal exit, status=0, signal=9
[2019-06-12 16:20:57 $26125.0]	WARNING	swManager_check_exit_status: worker#14[pid=26132] abnormal exit, status=0, signal=9
[2019-06-12 16:20:57 $26125.0]	WARNING	swManager_check_exit_status: worker#13[pid=26131] abnormal exit, status=0, signal=9
[2019-06-12 16:20:57 $26125.0]	WARNING	swManager_check_exit_status: worker#12[pid=26130] abnormal exit, status=0, signal=9
[2019-06-12 16:20:57 $26125.0]	WARNING	swManager_check_exit_status: worker#11[pid=26129] abnormal exit, status=0, signal=9
[2019-06-12 16:20:57 $26125.0]	WARNING	swManager_check_exit_status: worker#9[pid=26127] abnormal exit, status=0, signal=9
[2019-06-12 16:21:07 $26125.0]	INFO	Server is reloading all workers now
[2019-06-12 16:21:19 $26180.0]	INFO	Server is reloading all workers now
[2019-06-12 16:21:24 $26180.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=26181] exit timeout, forced kill
[2019-06-12 16:21:24 $26180.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=26182] exit timeout, forced kill
[2019-06-12 16:21:24 $26180.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=26183] exit timeout, forced kill
[2019-06-12 16:21:24 $26180.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=26184] exit timeout, forced kill
[2019-06-12 16:21:24 $26180.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=26185] exit timeout, forced kill
[2019-06-12 16:21:24 $26180.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=26186] exit timeout, forced kill
[2019-06-12 16:21:24 $26180.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=26187] exit timeout, forced kill
[2019-06-12 16:21:24 $26180.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=26188] exit timeout, forced kill
[2019-06-12 16:21:24 $26180.0]	WARNING	swManager_check_exit_status: worker#10[pid=26183] abnormal exit, status=0, signal=9
[2019-06-12 16:21:24 $26180.0]	WARNING	swManager_check_exit_status: worker#15[pid=26188] abnormal exit, status=0, signal=9
[2019-06-12 16:21:24 $26180.0]	WARNING	swManager_check_exit_status: worker#14[pid=26187] abnormal exit, status=0, signal=9
[2019-06-12 16:21:24 $26180.0]	WARNING	swManager_check_exit_status: worker#13[pid=26186] abnormal exit, status=0, signal=9
[2019-06-12 16:21:24 $26180.0]	WARNING	swManager_check_exit_status: worker#12[pid=26185] abnormal exit, status=0, signal=9
[2019-06-12 16:21:24 $26180.0]	WARNING	swManager_check_exit_status: worker#11[pid=26184] abnormal exit, status=0, signal=9
[2019-06-12 16:21:24 $26180.0]	WARNING	swManager_check_exit_status: worker#9[pid=26182] abnormal exit, status=0, signal=9
[2019-06-12 16:24:20 $26328.0]	INFO	Server is reloading all workers now
[2019-06-12 16:24:25 $26328.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=26329] exit timeout, forced kill
[2019-06-12 16:24:25 $26328.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=26330] exit timeout, forced kill
[2019-06-12 16:24:25 $26328.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=26331] exit timeout, forced kill
[2019-06-12 16:24:25 $26328.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=26332] exit timeout, forced kill
[2019-06-12 16:24:25 $26328.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=26333] exit timeout, forced kill
[2019-06-12 16:24:25 $26328.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=26334] exit timeout, forced kill
[2019-06-12 16:24:25 $26328.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=26335] exit timeout, forced kill
[2019-06-12 16:24:25 $26328.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=26336] exit timeout, forced kill
[2019-06-12 16:24:25 $26328.0]	WARNING	swManager_check_exit_status: worker#10[pid=26331] abnormal exit, status=0, signal=9
[2019-06-12 16:24:25 $26328.0]	WARNING	swManager_check_exit_status: worker#15[pid=26336] abnormal exit, status=0, signal=9
[2019-06-12 16:24:25 $26328.0]	WARNING	swManager_check_exit_status: worker#14[pid=26335] abnormal exit, status=0, signal=9
[2019-06-12 16:24:25 $26328.0]	WARNING	swManager_check_exit_status: worker#13[pid=26334] abnormal exit, status=0, signal=9
[2019-06-12 16:24:25 $26328.0]	WARNING	swManager_check_exit_status: worker#12[pid=26333] abnormal exit, status=0, signal=9
[2019-06-12 16:24:25 $26328.0]	WARNING	swManager_check_exit_status: worker#11[pid=26332] abnormal exit, status=0, signal=9
[2019-06-12 16:24:25 $26328.0]	WARNING	swManager_check_exit_status: worker#9[pid=26330] abnormal exit, status=0, signal=9
[2019-06-12 16:40:29 $27246.0]	INFO	Server is reloading all workers now
[2019-06-12 16:40:34 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=27247] exit timeout, forced kill
[2019-06-12 16:40:34 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=27248] exit timeout, forced kill
[2019-06-12 16:40:34 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=27249] exit timeout, forced kill
[2019-06-12 16:40:34 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=27250] exit timeout, forced kill
[2019-06-12 16:40:34 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=27251] exit timeout, forced kill
[2019-06-12 16:40:34 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=27252] exit timeout, forced kill
[2019-06-12 16:40:34 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=27253] exit timeout, forced kill
[2019-06-12 16:40:34 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=27254] exit timeout, forced kill
[2019-06-12 16:40:34 $27246.0]	WARNING	swManager_check_exit_status: worker#10[pid=27249] abnormal exit, status=0, signal=9
[2019-06-12 16:40:34 $27246.0]	WARNING	swManager_check_exit_status: worker#15[pid=27254] abnormal exit, status=0, signal=9
[2019-06-12 16:40:34 $27246.0]	WARNING	swManager_check_exit_status: worker#14[pid=27253] abnormal exit, status=0, signal=9
[2019-06-12 16:40:34 $27246.0]	WARNING	swManager_check_exit_status: worker#13[pid=27252] abnormal exit, status=0, signal=9
[2019-06-12 16:40:34 $27246.0]	WARNING	swManager_check_exit_status: worker#12[pid=27251] abnormal exit, status=0, signal=9
[2019-06-12 16:40:34 $27246.0]	WARNING	swManager_check_exit_status: worker#11[pid=27250] abnormal exit, status=0, signal=9
[2019-06-12 16:40:34 $27246.0]	WARNING	swManager_check_exit_status: worker#9[pid=27248] abnormal exit, status=0, signal=9
[2019-06-12 16:42:32 $27246.0]	INFO	Server is reloading all workers now
[2019-06-12 16:42:37 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=27309] exit timeout, forced kill
[2019-06-12 16:42:37 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=27317] exit timeout, forced kill
[2019-06-12 16:42:37 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=27311] exit timeout, forced kill
[2019-06-12 16:42:37 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=27316] exit timeout, forced kill
[2019-06-12 16:42:37 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=27315] exit timeout, forced kill
[2019-06-12 16:42:37 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=27314] exit timeout, forced kill
[2019-06-12 16:42:37 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=27313] exit timeout, forced kill
[2019-06-12 16:42:37 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=27312] exit timeout, forced kill
[2019-06-12 16:42:37 $27246.0]	WARNING	swManager_check_exit_status: worker#9[pid=27317] abnormal exit, status=0, signal=9
[2019-06-12 16:42:37 $27246.0]	WARNING	swManager_check_exit_status: worker#11[pid=27316] abnormal exit, status=0, signal=9
[2019-06-12 16:42:37 $27246.0]	WARNING	swManager_check_exit_status: worker#12[pid=27315] abnormal exit, status=0, signal=9
[2019-06-12 16:42:37 $27246.0]	WARNING	swManager_check_exit_status: worker#13[pid=27314] abnormal exit, status=0, signal=9
[2019-06-12 16:42:37 $27246.0]	WARNING	swManager_check_exit_status: worker#14[pid=27313] abnormal exit, status=0, signal=9
[2019-06-12 16:42:37 $27246.0]	WARNING	swManager_check_exit_status: worker#15[pid=27312] abnormal exit, status=0, signal=9
[2019-06-12 16:42:37 $27246.0]	WARNING	swManager_check_exit_status: worker#10[pid=27311] abnormal exit, status=0, signal=9
[2019-06-12 16:42:45 $27246.0]	INFO	Server is reloading all workers now
[2019-06-12 16:42:50 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=27340] exit timeout, forced kill
[2019-06-12 16:42:50 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=27350] exit timeout, forced kill
[2019-06-12 16:42:50 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=27356] exit timeout, forced kill
[2019-06-12 16:42:50 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=27351] exit timeout, forced kill
[2019-06-12 16:42:50 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=27352] exit timeout, forced kill
[2019-06-12 16:42:50 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=27353] exit timeout, forced kill
[2019-06-12 16:42:50 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=27354] exit timeout, forced kill
[2019-06-12 16:42:50 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=27355] exit timeout, forced kill
[2019-06-12 16:42:50 $27246.0]	WARNING	swManager_check_exit_status: worker#9[pid=27350] abnormal exit, status=0, signal=9
[2019-06-12 16:42:50 $27246.0]	WARNING	swManager_check_exit_status: worker#10[pid=27356] abnormal exit, status=0, signal=9
[2019-06-12 16:42:50 $27246.0]	WARNING	swManager_check_exit_status: worker#15[pid=27355] abnormal exit, status=0, signal=9
[2019-06-12 16:42:50 $27246.0]	WARNING	swManager_check_exit_status: worker#14[pid=27354] abnormal exit, status=0, signal=9
[2019-06-12 16:42:50 $27246.0]	WARNING	swManager_check_exit_status: worker#13[pid=27353] abnormal exit, status=0, signal=9
[2019-06-12 16:42:50 $27246.0]	WARNING	swManager_check_exit_status: worker#12[pid=27352] abnormal exit, status=0, signal=9
[2019-06-12 16:42:50 $27246.0]	WARNING	swManager_check_exit_status: worker#11[pid=27351] abnormal exit, status=0, signal=9
[2019-06-12 16:54:36 $27246.0]	INFO	Server is reloading all workers now
[2019-06-12 16:54:41 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=27363] exit timeout, forced kill
[2019-06-12 16:54:41 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=27367] exit timeout, forced kill
[2019-06-12 16:54:41 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=27368] exit timeout, forced kill
[2019-06-12 16:54:41 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=27373] exit timeout, forced kill
[2019-06-12 16:54:41 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=27372] exit timeout, forced kill
[2019-06-12 16:54:41 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=27371] exit timeout, forced kill
[2019-06-12 16:54:41 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=27370] exit timeout, forced kill
[2019-06-12 16:54:41 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=27369] exit timeout, forced kill
[2019-06-12 16:54:41 $27246.0]	WARNING	swManager_check_exit_status: worker#9[pid=27367] abnormal exit, status=0, signal=9
[2019-06-12 16:54:41 $27246.0]	WARNING	swManager_check_exit_status: worker#11[pid=27373] abnormal exit, status=0, signal=9
[2019-06-12 16:54:41 $27246.0]	WARNING	swManager_check_exit_status: worker#12[pid=27372] abnormal exit, status=0, signal=9
[2019-06-12 16:54:41 $27246.0]	WARNING	swManager_check_exit_status: worker#13[pid=27371] abnormal exit, status=0, signal=9
[2019-06-12 16:54:41 $27246.0]	WARNING	swManager_check_exit_status: worker#14[pid=27370] abnormal exit, status=0, signal=9
[2019-06-12 16:54:41 $27246.0]	WARNING	swManager_check_exit_status: worker#15[pid=27369] abnormal exit, status=0, signal=9
[2019-06-12 16:54:41 $27246.0]	WARNING	swManager_check_exit_status: worker#10[pid=27368] abnormal exit, status=0, signal=9
[2019-06-12 16:56:13 $27246.0]	INFO	Server is reloading all workers now
[2019-06-12 16:56:18 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=27483] exit timeout, forced kill
[2019-06-12 16:56:18 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=27484] exit timeout, forced kill
[2019-06-12 16:56:18 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=27490] exit timeout, forced kill
[2019-06-12 16:56:18 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=27485] exit timeout, forced kill
[2019-06-12 16:56:18 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=27486] exit timeout, forced kill
[2019-06-12 16:56:18 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=27487] exit timeout, forced kill
[2019-06-12 16:56:18 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=27488] exit timeout, forced kill
[2019-06-12 16:56:18 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=27489] exit timeout, forced kill
[2019-06-12 16:56:18 $27246.0]	WARNING	swManager_check_exit_status: worker#10[pid=27490] abnormal exit, status=0, signal=9
